Z,ion_charge,nele,parent_config,level_config,J,parity,term,level_meV,level_eV,has_nist_level,parent_config_id,element,E_nist_hartree,E_fac_hartree,E_pinn_hartree,ΔE_PINN_meV,ΔE_FAC_meV,ΔE_PINN_FAC_meV,E_nist_meV
2,1,1,1s1,4s1,0.5,0,2S,51021.3492112275,51.021349211227495,True,28115158,He,-0.125,-0.12489987717921201,-0.13079477846622467,-157.68395505437343,2.724480748499759,-160.40843580287319,-3401.4232807485
2,1,1,1s1,5s1,0.5,0,2S,52245.861592296955,52.245861592296954,True,28115158,He,-0.08,-0.08008717822383304,-0.0883219838142395,-226.4527159021315,-2.3722403209601195,-224.08047558117138,-2176.91089967904
2,1,1,1s1,6s1,0.5,0,2S,52911.02881164333,52.91102881164333,True,28115158,He,-0.05555555555555555,-0.05560604874450641,-0.06185022369027138,-171.28664590406515,-1.3739896673335208,-169.91265623673164,-1511.7436803326666
2,1,1,1s1,7s1,0.5,0,2S,53312.103665609146,53.31210366560914,True,28115158,He,-0.04081632653061224,-0.040848143124787795,-0.04690137133002281,-165.5825043609016,-0.8657736331428246,-164.71673072775877,-1110.668826366857
2,1,1,1s1,8s1,0.5,0,2S,53572.41667178887,53.57241667178887,True,28115158,He,-0.03125,-0.03127132415480893,-0.03697742149233818,-155.85107842158723,-0.5802598128751096,-155.27081860871212,-850.355820187125
2,1,1,1s1,9s1,0.5,0,2S,53750.88641182815,53.75088641182815,True,28115158,He,-0.024691358024691357,-0.024706339909423832,-0.030531110242009163,-158.90775316629967,-0.40767785214826135,-158.50007531415142,-671.8860801478518
2,1,1,1s1,10s1,0.5,0,2S,53878.54476705624,53.87854476705624,True,28115158,He,-0.02,-0.020010924841445146,-0.026919463649392128,-188.2881979786829,-0.2972800802400227,-187.99091789844286,-544.22772491976
3,2,1,1s1,1s1,0.5,0,2S,0.0,0.0,True,28115158,Li,-4.5,-4.50053447821153,-4.478267669677734,591.3668344245668,-14.543893054006757,605.9107274785736,-122451.238106946
3,2,1,1s1,2s1,0.5,0,2S,91838.4285802095,91.8384285802095,True,28115158,Li,-1.125,-1.125167833171828,-1.1006051301956177,663.8182246676372,-4.566973263501045,668.3851979311382,-30612.8095267365
3,2,1,1s1,3s1,0.5,0,2S,108845.544983952,108.845544983952,True,28115158,Li,-0.5,-0.5000597204784537,-0.4956088662147522,119.48883748818528,-1.6250770059990098,121.1139144941843,-13605.693122994
3,2,1,1s1,4s1,0.5,0,2S,114798.03572526187,114.79803572526187,True,28115158,Li,-0.28125,-0.2810435304863436,-0.29376721382141113,-340.6107400180378,5.618321684125108,-346.2290617021629,-7653.202381684125
3,2,1,1s1,5s1,0.5,0,2S,117553.18858266817,117.55318858266817,True,28115158,Li,-0.18,-0.1800148123920816,-0.18575194478034973,-156.51839108369134,-0.40306572215997893,-156.11532536153135,-4898.04952427784
3,2,1,1s1,6s1,0.5,0,2S,119049.8148261975,119.0498148261975,True,28115158,Li,-0.125,-0.1251184702323637,-0.13251638412475586,-204.53123159194413,-3.223739251500405,-201.30749234044373,-3401.4232807485
3,2,1,1s1,7s1,0.5,0,2S,119952.23324762056,119.95223324762057,True,28115158,Li,-0.09183673469387756,-0.09191144498817104,-0.09776277095079422,-161.25566149468833,-2.0329706745714287,-159.2226908201169,-2499.0048593254287
3,2,1,1s1,8s1,0.5,0,2S,120537.93751152497,120.53793751152497,True,28115158,Li,-0.0703125,-0.0703626027241554,-0.07522431015968323,-133.6571634221083,-1.363364578968745,-132.29379884313957,-1913.3005954210312
3,2,1,1s1,9s1,0.5,0,2S,120939.49442661334,120.93949442661334,True,28115158,Li,-0.05555555555555555,-0.055590773153757655,-0.06267227232456207,-193.65572880473619,-0.9583196673334378,-192.69740913740276,-1511.7436803326666
3,2,1,1s1,10s1,0.5,0,2S,121226.72572587655,121.22672572587655,True,28115158,Li,-0.045,-0.045025690309351406,-0.047066137194633484,-56.22245724037386,-0.6990689305400649,-55.5233883098338,-1224.51238106946
4,3,1,1s1,1s1,0.5,0,2S,0.0,0.0,True,28115158,Be,-8.0,-8.001697231874868,-8.016022682189941,-435.99939376720846,-46.184032096030364,-389.8153616711781,-217691.089967904
4,3,1,1s1,2s1,0.5,0,2S,163268.317475928,163.268317475928,True,28115158,Be,-2.0,-2.000531638039063,-1.9648264646530151,957.1206559637167,-14.466608024002296,971.587263987719,-54422.772491976
